Año,Mes,Partido,Posición,Gobernador,Estado,Aprobación,Encuesta,Estatus
2025,oct-25,PRI,23,Esteban Villegas,Durango,0.504,Demoscopia,en funciones
2025,oct-25,Morena,24,Rocío Nahle,Veracruz,0.503,Demoscopia,en funciones
2025,oct-25,Morena,25,Indira Vizcaíno,Colima,0.4974,Demoscopia,en funciones
2025,oct-25,PAN,26,Joaquín Díaz Mena,Yucatán,0.488,Demoscopia,en funciones
2025,oct-25,Morena,27,Eduardo Ramírez,Chiapas,0.476,Demoscopia,en funciones
2025,oct-25,Morena,28,Javier May,Tabasco,0.463,Demoscopia,en funciones
2025,oct-25,Morena,29,Salomón Jara,Oaxaca,0.455,Demoscopia,en funciones
2025,oct-25,Morena,30,Miguel Ángel Navarro,Nayarit,0.442,Demoscopia,en funciones
2025,oct-25,PAN,31,María Eugenia Campos,Chihuahua,0.437,Demoscopia,en funciones
2025,oct-25,Morena,32,Margarita González Saravia,Morelos,0.429,Demoscopia,en funciones
2025,oct-25,MC,1,Samuel García,Nuevo León,0.764,FactoMétrica,en funciones
2025,oct-25,PVEM,2,Ricardo Gallardo,San Luis Potosí,0.702,FactoMétrica,en funciones
2025,oct-25,PAN,3,Dennise García Muñoz Ledo,Guanajuato,0.683,FactoMétrica,en funciones
2025,oct-25,Morena,4,Eduardo Ramírez,Chiapas,0.624,FactoMétrica,en funciones
2025,oct-25,Morena,5,Delfina Gómez,Estado de México,0.614,FactoMétrica,en funciones
2025,oct-25,PAN,6,Tere Jiménez,Aguascalientes,0.605,FactoMétrica,en funciones
2025,oct-25,Morena,7,Clara Brugada,CDMX,0.602,FactoMétrica,en funciones
2025,oct-25,PRI,8,Manolo Jiménez Salinas,Coahuila,0.598,FactoMétrica,en funciones
2025,oct-25,PRI,9,Esteban Villegas,Durango,0.587,FactoMétrica,en funciones
2025,oct-25,Morena,10,Salomón Jara,Oaxaca,0.572,FactoMétrica,en funciones
2025,oct-25,PAN,11,Mauricio Kuri,Querétaro,0.561,FactoMétrica,en funciones
2025,oct-25,Morena,12,Alfredo Ramírez Bedolla,Michoacán,0.553,FactoMétrica,en funciones
2025,oct-25,Morena,13,Javier May,Tabasco,0.519,FactoMétrica,en funciones
2025,oct-25,Morena,14,Margarita González Saravia,Morelos,0.515,FactoMétrica,en funciones
2025,oct-25,Morena,15,Alejandro Armenta,Puebla,0.513,FactoMétrica,en funciones
2025,oct-25,Morena,16,Alfonso Durazo,Sonora,0.506,FactoMétrica,en funciones
2025,oct-25,Morena,17,Julio Menchaca,Hidalgo,0.502,FactoMétrica,en funciones
2025,oct-25,MC,18,Pablo Lemus,Jalisco,0.497,FactoMétrica,en funciones
2025,oct-25,PAN,19,María Eugenia Campos,Chihuahua,0.483,FactoMétrica,en funciones
2025,oct-25,Morena,20,Mara Lezama,Quintana Roo,0.462,FactoMétrica,en funciones
2025,oct-25,Morena,21,Miguel Ángel Navarro,Nayarit,0.462,FactoMétrica,en funciones
2025,oct-25,PAN,22,Joaquín Díaz Mena,Yucatán,0.449,FactoMétrica,en funciones
2025,oct-25,Morena,23,Américo Villarreal,Tamaulipas,0.401,FactoMétrica,en funciones
2025,oct-25,Morena,24,Layda Sansores,Campeche,0.393,FactoMétrica,en funciones
2025,oct-25,Morena,25,Evelyn Salgado,Guerrero,0.369,FactoMétrica,en funciones
2025,oct-25,Morena,26,Indira Vizcaíno,Colima,0.359,FactoMétrica,en funciones
2025,oct-25,Morena,27,Rocío Nahle,Veracruz,0.321,FactoMétrica,en funciones
2025,oct-25,Morena,28,Víctor Manuel Castro,Baja California Sur,0.298,FactoMétrica,en funciones
2025,oct-25,Morena,29,Marina del Pilar Ávila,Baja California,0.297,FactoMétrica,en funciones
2025,oct-25,Morena,30,Lorena Cuéllar,Tlaxcala,0.258,FactoMétrica,en funciones
2025,oct-25,Morena,31,David Monreal,Zacatecas,0.245,FactoMétrica,en funciones
2025,oct-25,Morena,32,Rubén Rocha Moya,Sinaloa,0.236,FactoMétrica,en funciones
2025,oct-25,MC,1,Samuel García,Nuevo León,0.808,Gobernarte,en funciones
2025,oct-25,PRI,2,Manolo Jiménez Salinas,Coahuila,0.795,Gobernarte,en funciones
2025,oct-25,PAN,3,Dennise García Muñoz Ledo,Guanajuato,0.722,Gobernarte,en funciones
2025,oct-25,Morena,4,Mara Lezama,Quintana Roo,0.683,Gobernarte,en funciones
2025,oct-25,Morena,5,Evelyn Salgado,Guerrero,0.679,Gobernarte,en funciones
2025,oct-25,PAN,6,María Eugenia Campos,Chihuahua,0.674,Gobernarte,en funciones
2025,oct-25,Morena,7,Delfina Gómez,Estado de México,0.665,Gobernarte,en funciones
2025,oct-25,Morena,8,Salomón Jara,Oaxaca,0.661,Gobernarte,en funciones
2025,oct-25,Morena,9,Clara Brugada,CDMX,0.653,Gobernarte,en funciones
2025,oct-25,Morena,10,Eduardo Ramírez,Chiapas,0.614,Gobernarte,en funciones
2025,oct-25,Morena,11,Alejandro Armenta,Puebla,0.608,Gobernarte,en funciones
2025,oct-25,Morena,12,Julio Menchaca,Hidalgo,0.596,Gobernarte,en funciones
2025,oct-25,PAN,13,Tere Jiménez,Aguascalientes,0.595,Gobernarte,en funciones
2025,oct-25,PAN,14,Mauricio Kuri,Querétaro,0.587,Gobernarte,en funciones
2025,oct-25,PVEM,15,Ricardo Gallardo,San Luis Potosí,0.585,Gobernarte,en funciones
2025,oct-25,PAN,16,Joaquín Díaz Mena,Yucatán,0.57,Gobernarte,en funciones
2025,oct-25,MC,17,Pablo Lemus,Jalisco,0.569,Gobernarte,en funciones
2025,oct-25,Morena,18,Alfonso Durazo,Sonora,0.566,Gobernarte,en funciones
2025,oct-25,PRI,19,Esteban Villegas,Durango,0.563,Gobernarte,en funciones
2025,oct-25,Morena,20,Américo Villarreal,Tamaulipas,0.551,Gobernarte,en funciones
2025,oct-25,Morena,21,Javier May,Tabasco,0.541,Gobernarte,en funciones
2025,oct-25,Morena,22,Rocío Nahle,Veracruz,0.54,Gobernarte,en funciones
2025,oct-25,Morena,23,Margarita González Saravia,Morelos,0.535,Gobernarte,en funciones
2025,oct-25,Morena,24,Alfredo Ramírez Bedolla,Michoacán,0.529,Gobernarte,en funciones
2025,oct-25,Morena,25,Miguel Ángel Navarro,Nayarit,0.527,Gobernarte,en funciones
2025,oct-25,Morena,26,Víctor Manuel Castro,Baja California Sur,0.52,Gobernarte,en funciones
2025,oct-25,Morena,27,Indira Vizcaíno,Colima,0.519,Gobernarte,en funciones
2025,oct-25,Morena,28,Layda Sansores,Campeche,0.485,Gobernarte,en funciones
2025,oct-25,Morena,29,Marina del Pilar Ávila,Baja California,0.481,Gobernarte,en funciones
2025,oct-25,Morena,30,Lorena Cuéllar,Tlaxcala,0.437,Gobernarte,en funciones
2025,oct-25,Morena,31,Rubén Rocha Moya,Sinaloa,0.415,Gobernarte,en funciones
2025,oct-25,Morena,32,David Monreal,Zacatecas,0.405,Gobernarte,en funciones
2025,oct-25,PAN,1,Joaquín Díaz Mena,Yucatán,0.661,La Encuesta,en funciones
2025,oct-25,PAN,2,Tere Jiménez,Aguascalientes,0.655,La Encuesta,en funciones
2025,oct-25,PRI,3,Manolo Jiménez Salinas,Coahuila,0.609,La Encuesta,en funciones
2025,oct-25,PAN,4,Mauricio Kuri,Querétaro,0.601,La Encuesta,en funciones
2025,oct-25,Morena,5,Víctor Manuel Castro,Baja California Sur,0.592,La Encuesta,en funciones
2025,oct-25,MC,6,Samuel García,Nuevo León,0.591,La Encuesta,en funciones
2025,oct-25,PAN,7,María Eugenia Campos,Chihuahua,0.569,La Encuesta,en funciones
2025,oct-25,Morena,8,Mara Lezama,Quintana Roo,0.549,La Encuesta,en funciones
2025,oct-25,MC,9,Pablo Lemus,Jalisco,0.546,La Encuesta,en funciones
2025,oct-25,Morena,10,Julio Menchaca,Hidalgo,0.536,La Encuesta,en funciones
2025,oct-25,PRI,11,Esteban Villegas,Durango,0.534,La Encuesta,en funciones
2025,oct-25,Morena,12,Miguel Ángel Navarro,Nayarit,0.532,La Encuesta,en funciones
2025,oct-25,PVEM,13,Ricardo Gallardo,San Luis Potosí,0.516,La Encuesta,en funciones
2025,oct-25,Morena,14,Alfonso Durazo,Sonora,0.512,La Encuesta,en funciones
2025,oct-25,Morena,15,Eduardo Ramírez,Chiapas,0.494,La Encuesta,en funciones
2025,oct-25,Morena,16,Indira Vizcaíno,Colima,0.493,La Encuesta,en funciones
2025,oct-25,Morena,17,Delfina Gómez,Estado de México,0.488,La Encuesta,en funciones
2025,oct-25,Morena,18,Clara Brugada,CDMX,0.485,La Encuesta,en funciones
2025,oct-25,Morena,19,Margarita González Saravia,Morelos,0.483,La Encuesta,en funciones
2025,oct-25,Morena,20,Marina del Pilar Ávila,Baja California,0.472,La Encuesta,en funciones
2025,oct-25,Morena,21,Evelyn Salgado,Guerrero,0.471,La Encuesta,en funciones
2025,oct-25,Morena,22,Javier May,Tabasco,0.469,La Encuesta,en funciones
2025,oct-25,Morena,23,Lorena Cuéllar,Tlaxcala,0.461,La Encuesta,en funciones
2025,oct-25,PAN,24,Dennise García Muñoz Ledo,Guanajuato,0.455,La Encuesta,en funciones
2025,oct-25,Morena,25,Alejandro Armenta,Puebla,0.453,La Encuesta,en funciones
2025,oct-25,Morena,26,Rocío Nahle,Veracruz,0.445,La Encuesta,en funciones
2025,oct-25,Morena,27,Américo Villarreal,Tamaulipas,0.439,La Encuesta,en funciones
2025,oct-25,Morena,28,Layda Sansores,Campeche,0.396,La Encuesta,en funciones
2025,oct-25,Morena,29,Alfredo Ramírez Bedolla,Michoacán,0.366,La Encuesta,en funciones
2025,oct-25,Morena,30,Salomón Jara,Oaxaca,0.337,La Encuesta,en funciones
2025,oct-25,Morena,31,David Monreal,Zacatecas,0.281,La Encuesta,en funciones
2025,oct-25,Morena,32,Rubén Rocha Moya,Sinaloa,0.256,La Encuesta,en funciones
2025,oct-25,PRI,1,Manolo Jiménez Salinas,Coahuila,0.672,Massive Caller,en funciones
2025,oct-25,PAN,2,Tere Jiménez,Aguascalientes,0.667,Massive Caller,en funciones
2025,oct-25,Morena,3,Mara Lezama,Quintana Roo,0.665,Massive Caller,en funciones
2025,oct-25,PAN,4,María Eugenia Campos,Chihuahua,0.654,Massive Caller,en funciones
2025,oct-25,Morena,5,Eduardo Ramírez,Chiapas,0.623,Massive Caller,en funciones
2025,oct-25,PAN,6,Mauricio Kuri,Querétaro,0.563,Massive Caller,en funciones
2025,oct-25,Morena,7,Julio Menchaca,Hidalgo,0.554,Massive Caller,en funciones
2025,oct-25,PVEM,8,Ricardo Gallardo,San Luis Potosí,0.534,Massive Caller,en funciones
2025,oct-25,MC,9,Pablo Lemus,Jalisco,0.501,Massive Caller,en funciones
2025,oct-25,PRI,10,Esteban Villegas,Durango,0.498,Massive Caller,en funciones
2025,oct-25,Morena,11,Alejandro Armenta,Puebla,0.492,Massive Caller,en funciones
2025,oct-25,Morena,12,Margarita González Saravia,Morelos,0.489,Massive Caller,en funciones
2025,oct-25,Morena,13,Indira Vizcaíno,Colima,0.4835,Massive Caller,en funciones
2025,oct-25,Morena,14,Alfonso Durazo,Sonora,0.484,Massive Caller,en funciones
2025,oct-25,Morena,15,Miguel Ángel Navarro,Nayarit,0.483,Massive Caller,en funciones
2025,oct-25,Morena,16,Alfredo Ramírez Bedolla,Michoacán,0.478,Massive Caller,en funciones
2025,oct-25,MC,17,Samuel García,Nuevo León,0.474,Massive Caller,en funciones
2025,oct-25,Morena,18,Marina del Pilar Ávila,Baja California,0.457,Massive Caller,en funciones
2025,oct-25,Morena,19,Rocío Nahle,Veracruz,0.454,Massive Caller,en funciones
2025,oct-25,Morena,20,Javier May,Tabasco,0.453,Massive Caller,en funciones
2025,oct-25,PAN,21,Dennise García Muñoz Ledo,Guanajuato,0.444,Massive Caller,en funciones
2025,oct-25,Morena,22,Américo Villarreal,Tamaulipas,0.431,Massive Caller,en funciones
2025,oct-25,Morena,23,Layda Sansores,Campeche,0.428,Massive Caller,en funciones
2025,oct-25,PAN,24,Joaquín Díaz Mena,Yucatán,0.416,Massive Caller,en funciones
2025,oct-25,Morena,25,Clara Brugada,CDMX,0.409,Massive Caller,en funciones
2025,oct-25,Morena,26,Delfina Gómez,Estado de México,0.405,Massive Caller,en funciones
2025,oct-25,Morena,27,Víctor Manuel Castro,Baja California Sur,0.345,Massive Caller,en funciones
2025,oct-25,Morena,28,Lorena Cuéllar,Tlaxcala,0.334,Massive Caller,en funciones
2025,oct-25,Morena,29,Evelyn Salgado,Guerrero,0.301,Massive Caller,en funciones
2025,oct-25,Morena,30,Salomón Jara,Oaxaca,0.293,Massive Caller,en funciones
2025,oct-25,Morena,31,Rubén Rocha Moya,Sinaloa,0.264,Massive Caller,en funciones
2025,oct-25,Morena,32,David Monreal,Zacatecas,0.203,Massive Caller,en funciones
2025,oct-25,Morena,1,Mara Lezama,Quintana Roo,0.571,Mitofksy,en funciones
2025,oct-25,PAN,2,Tere Jiménez,Aguascalientes,0.547,Mitofksy,en funciones
2025,oct-25,PVEM,3,Ricardo Gallardo,San Luis Potosí,0.545,Mitofksy,en funciones
2025,oct-25,MC,4,Pablo Lemus,Jalisco,0.538,Mitofksy,en funciones
2025,oct-25,Morena,5,Julio Menchaca,Hidalgo,0.534,Mitofksy,en funciones
2025,oct-25,PRI,6,Manolo Jiménez Salinas,Coahuila,0.529,Mitofksy,en funciones
2025,oct-25,PAN,7,Dennise García Muñoz Ledo,Guanajuato,0.529,Mitofksy,en funciones
2025,oct-25,PAN,8,Mauricio Kuri,Querétaro,0.528,Mitofksy,en funciones
2025,oct-25,Morena,9,Clara Brugada,CDMX,0.527,Mitofksy,en funciones
2025,oct-25,Morena,10,Lorena Cuéllar,Tlaxcala,0.52,Mitofksy,en funciones
2025,oct-25,PAN,11,María Eugenia Campos,Chihuahua,0.518,Mitofksy,en funciones
2025,oct-25,PAN,12,Joaquín Díaz Mena,Yucatán,0.514,Mitofksy,en funciones
2025,oct-25,Morena,13,Delfina Gómez,Estado de México,0.513,Mitofksy,en funciones
2025,oct-25,Morena,14,Salomón Jara,Oaxaca,0.512,Mitofksy,en funciones
2025,oct-25,PRI,15,Esteban Villegas,Durango,0.511,Mitofksy,en funciones
2025,oct-25,Morena,16,Alejandro Armenta,Puebla,0.509,Mitofksy,en funciones
2025,oct-25,Morena,17,Marina del Pilar Ávila,Baja California,0.509,Mitofksy,en funciones
2025,oct-25,Morena,18,Rubén Rocha Moya,Sinaloa,0.508,Mitofksy,en funciones
2025,oct-25,Morena,19,Margarita González Saravia,Morelos,0.507,Mitofksy,en funciones
2025,oct-25,Morena,20,Alfonso Durazo,Sonora,0.506,Mitofksy,en funciones
2025,oct-25,Morena,21,Américo Villarreal,Tamaulipas,0.497,Mitofksy,en funciones
2025,oct-25,Morena,22,Indira Vizcaíno,Colima,0.496,Mitofksy,en funciones
2025,oct-25,Morena,23,Eduardo Ramírez,Chiapas,0.495,Mitofksy,en funciones
2025,oct-25,MC,24,Samuel García,Nuevo León,0.489,Mitofksy,en funciones
2025,oct-25,Morena,25,Miguel Ángel Navarro,Nayarit,0.477,Mitofksy,en funciones
2025,oct-25,Morena,26,Alfredo Ramírez Bedolla,Michoacán,0.467,Mitofksy,en funciones
2025,oct-25,Morena,27,Evelyn Salgado,Guerrero,0.459,Mitofksy,en funciones
2025,oct-25,Morena,28,David Monreal,Zacatecas,0.455,Mitofksy,en funciones
2025,oct-25,Morena,29,Víctor Manuel Castro,Baja California Sur,0.441,Mitofksy,en funciones
2025,oct-25,Morena,30,Layda Sansores,Campeche,0.434,Mitofksy,en funciones
2025,oct-25,Morena,31,Javier May,Tabasco,0.421,Mitofksy,en funciones
2025,oct-25,Morena,32,Rocío Nahle,Veracruz,0.417,Mitofksy,en funciones
2025,oct-25,PAN,1,Tere Jiménez,Aguascalientes,0.74,Rubrum,en funciones
2025,oct-25,PRI,2,Manolo Jiménez Salinas,Coahuila,0.733,Rubrum,en funciones
2025,oct-25,Morena,3,Eduardo Ramírez,Chiapas,0.706,Rubrum,en funciones
2025,oct-25,Morena,4,Alejandro Armenta,Puebla,0.69,Rubrum,en funciones
2025,oct-25,PAN,5,María Eugenia Campos,Chihuahua,0.678,Rubrum,en funciones
2025,oct-25,PAN,6,Mauricio Kuri,Querétaro,0.677,Rubrum,en funciones
2025,oct-25,PVEM,7,Ricardo Gallardo,San Luis Potosí,0.675,Rubrum,en funciones
2025,oct-25,Morena,8,Alfonso Durazo,Sonora,0.674,Rubrum,en funciones
2025,oct-25,Morena,9,Javier May,Tabasco,0.67,Rubrum,en funciones
2025,oct-25,Morena,10,Mara Lezama,Quintana Roo,0.669,Rubrum,en funciones
2025,oct-25,PAN,11,Dennise García Muñoz Ledo,Guanajuato,0.668,Rubrum,en funciones
2025,oct-25,PRI,12,Esteban Villegas,Durango,0.66,Rubrum,en funciones
2025,oct-25,Morena,13,Rocío Nahle,Veracruz,0.648,Rubrum,en funciones
2025,oct-25,Morena,14,Margarita González Saravia,Morelos,0.646,Rubrum,en funciones
2025,oct-25,PAN,15,Joaquín Díaz Mena,Yucatán,0.641,Rubrum,en funciones
2025,oct-25,MC,16,Samuel García,Nuevo León,0.612,Rubrum,en funciones
2025,oct-25,Morena,17,Alfredo Ramírez Bedolla,Michoacán,0.597,Rubrum,en funciones
2025,oct-25,Morena,18,Américo Villarreal,Tamaulipas,0.573,Rubrum,en funciones
2025,oct-25,MC,19,Pablo Lemus,Jalisco,0.567,Rubrum,en funciones
2025,oct-25,Morena,20,Miguel Ángel Navarro,Nayarit,0.555,Rubrum,en funciones
2025,oct-25,Morena,21,Julio Menchaca,Hidalgo,0.554,Rubrum,en funciones
2025,oct-25,Morena,22,Indira Vizcaíno,Colima,0.527,Rubrum,en funciones
2025,oct-25,Morena,23,Rubén Rocha Moya,Sinaloa,0.525,Rubrum,en funciones
2025,oct-25,Morena,24,Delfina Gómez,Estado de México,0.514,Rubrum,en funciones
2025,oct-25,Morena,25,Layda Sansores,Campeche,0.508,Rubrum,en funciones
2025,oct-25,Morena,26,Evelyn Salgado,Guerrero,0.498,Rubrum,en funciones
2025,oct-25,Morena,27,Clara Brugada,CDMX,0.473,Rubrum,en funciones
2025,oct-25,Morena,28,Víctor Manuel Castro,Baja California Sur,0.457,Rubrum,en funciones
2025,oct-25,Morena,29,Lorena Cuéllar,Tlaxcala,0.432,Rubrum,en funciones
2025,oct-25,Morena,30,David Monreal,Zacatecas,0.406,Rubrum,en funciones
2025,oct-25,Morena,31,Salomón Jara,Oaxaca,0.373,Rubrum,en funciones
2025,oct-25,Morena,32,Marina del Pilar Ávila,Baja California,0.37,Rubrum,en funciones
2025,oct-25,PRI,1,Manolo Jiménez Salinas,Coahuila,0.651,SRC,en funciones
2025,oct-25,PAN,2,Tere Jiménez,Aguascalientes,0.629,SRC,en funciones
2025,oct-25,MC,3,Samuel García,Nuevo León,0.628,SRC,en funciones
2025,oct-25,Morena,4,Mara Lezama,Quintana Roo,0.617,SRC,en funciones
2025,oct-25,PAN,5,Mauricio Kuri,Querétaro,0.609,SRC,en funciones
2025,oct-25,Morena,6,Alejandro Armenta,Puebla,0.6,SRC,en funciones
2025,oct-25,Morena,7,Delfina Gómez,Estado de México,0.594,SRC,en funciones
2025,oct-25,Morena,8,Julio Menchaca,Hidalgo,0.593,SRC,en funciones
2025,oct-25,Morena,9,Alfonso Durazo,Sonora,0.586,SRC,en funciones
2025,oct-25,Morena,10,Clara Brugada,CDMX,0.566,SRC,en funciones
2025,oct-25,PAN,11,Dennise García Muñoz Ledo,Guanajuato,0.566,SRC,en funciones
2025,oct-25,Morena,12,Alfredo Ramírez Bedolla,Michoacán,0.556,SRC,en funciones
2025,oct-25,Morena,13,Evelyn Salgado,Guerrero,0.553,SRC,en funciones
2025,oct-25,PAN,14,María Eugenia Campos,Chihuahua,0.547,SRC,en funciones
2025,oct-25,PVEM,15,Ricardo Gallardo,San Luis Potosí,0.545,SRC,en funciones
2025,oct-25,MC,16,Pablo Lemus,Jalisco,0.53,SRC,en funciones
2025,oct-25,Morena,17,Américo Villarreal,Tamaulipas,0.523,SRC,en funciones
2025,oct-25,Morena,18,Marina del Pilar Ávila,Baja California,0.523,SRC,en funciones
2025,oct-25,Morena,19,Eduardo Ramírez,Chiapas,0.519,SRC,en funciones
2025,oct-25,PRI,20,Esteban Villegas,Durango,0.517,SRC,en funciones
2025,oct-25,Morena,21,Rocío Nahle,Veracruz,0.506,SRC,en funciones
2025,oct-25,Morena,22,Salomón Jara,Oaxaca,0.506,SRC,en funciones
2025,oct-25,PAN,23,Joaquín Díaz Mena,Yucatán,0.503,SRC,en funciones
2025,oct-25,Morena,24,Layda Sansores,Campeche,0.496,SRC,en funciones
2025,oct-25,Morena,25,Víctor Manuel Castro,Baja California Sur,0.495,SRC,en funciones
2025,oct-25,Morena,26,Miguel Ángel Navarro,Nayarit,0.492,SRC,en funciones
2025,oct-25,Morena,27,Indira Vizcaíno,Colima,0.482,SRC,en funciones
2025,oct-25,Morena,28,Margarita González Saravia,Morelos,0.481,SRC,en funciones
2025,oct-25,Morena,29,Javier May,Tabasco,0.47,SRC,en funciones
2025,oct-25,Morena,30,Rubén Rocha Moya,Sinaloa,0.46,SRC,en funciones
2025,oct-25,Morena,31,Lorena Cuéllar,Tlaxcala,0.452,SRC,en funciones
2025,oct-25,Morena,32,David Monreal,Zacatecas,0.433,SRC,en funciones
2025,nov-25,Morena,25,Alejandro Armenta,Puebla,0.364,México Elige,en funciones
2025,nov-25,Morena,4,Alejandro Armenta,Puebla,0.76,C&E Research,en funciones
2025,nov-25,Morena,11,Alejandro Armenta,Puebla,0.607,Demoscopia,en funciones
2025,nov-25,Morena,11,Alejandro Armenta,Puebla,0.552,Electoralia,en funciones
2025,nov-25,Morena,11,Alejandro Armenta,Puebla,0.517,FactoMétrica,en funciones
2025,nov-25,Morena,8,Alejandro Armenta,Puebla,0.66,Rubrum,en funciones
2025,nov-25,Morena,13,Alejandro Armenta,Puebla,0.523,Mitofksy,en funciones
2025,nov-25,Morena,9,Alejandro Armenta,Puebla,0.503,Massive Caller,en funciones
2025,nov-25,Morena,27,Alejandro Armenta,Puebla,0.455,La Encuesta,en funciones
2025,nov-25,PAN,1,Mauricio Kuri,Querétaro,0.575,Arias,en funciones
2025,nov-25,Morena,13,Alejandro Armenta,Puebla,0.598,Gobernarte,en funciones
2025,nov-25,Morena,12,Alfonso Durazo,Sonora,0.513,México Elige,en funciones
2025,nov-25,Morena,16,Alfonso Durazo,Sonora,0.61,C&E Research,en funciones
2025,nov-25,Morena,9,Alfonso Durazo,Sonora,0.628,Demoscopia,en funciones
2025,nov-25,Morena,16,Alfonso Durazo,Sonora,0.519,Electoralia,en funciones
2025,nov-25,Morena,21,Alfonso Durazo,Sonora,0.456,FactoMétrica,en funciones
2025,nov-25,Morena,12,Alfonso Durazo,Sonora,0.635,Rubrum,en funciones
2025,nov-25,Morena,21,Alfonso Durazo,Sonora,0.489,Mitofksy,en funciones
2025,nov-25,Morena,11,Alfonso Durazo,Sonora,0.493,Massive Caller,en funciones
2025,nov-25,Morena,16,Alfonso Durazo,Sonora,0.497,La Encuesta,en funciones
2025,nov-25,Morena,2,Eduardo Ramírez,Chiapas,0.566,Arias,en funciones
2025,nov-25,Morena,17,Alfonso Durazo,Sonora,0.557,Gobernarte,en funciones
2025,nov-25,Morena,20,Alfredo Ramírez Bedolla,Michoacán,0.448,México Elige,en funciones
2025,nov-25,Morena,30,Alfredo Ramírez Bedolla,Michoacán,0.48,C&E Research,en funciones
2025,nov-25,Morena,22,Alfredo Ramírez Bedolla,Michoacán,0.507,Demoscopia,en funciones
2025,nov-25,Morena,27,Alfredo Ramírez Bedolla,Michoacán,0.435,Electoralia,en funciones
2025,nov-25,Morena,15,Alfredo Ramírez Bedolla,Michoacán,0.503,FactoMétrica,en funciones
2025,nov-25,Morena,18,Alfredo Ramírez Bedolla,Michoacán,0.57,Rubrum,en funciones
2025,nov-25,Morena,24,Alfredo Ramírez Bedolla,Michoacán,0.478,Mitofksy,en funciones
2025,nov-25,Morena,18,Alfredo Ramírez Bedolla,Michoacán,0.452,Massive Caller,en funciones
2025,nov-25,Morena,32,Alfredo Ramírez Bedolla,Michoacán,0.237,La Encuesta,en funciones
2025,nov-25,PAN,3,Tere Jiménez,Aguascalientes,0.442,Arias,en funciones
2025,nov-25,Morena,19,Alfredo Ramírez Bedolla,Michoacán,0.543,Gobernarte,en funciones
2025,nov-25,Morena,29,Américo Villarreal,Tamaulipas,0.313,México Elige,en funciones
2025,nov-25,Morena,28,Américo Villarreal,Tamaulipas,0.5,C&E Research,en funciones
2025,nov-25,Morena,14,Américo Villarreal,Tamaulipas,0.575,Demoscopia,en funciones
2025,nov-25,Morena,10,Américo Villarreal,Tamaulipas,0.556,Electoralia,en funciones
2025,nov-25,Morena,25,Américo Villarreal,Tamaulipas,0.361,FactoMétrica,en funciones
2025,nov-25,Morena,19,Américo Villarreal,Tamaulipas,0.569,Rubrum,en funciones
2025,nov-25,Morena,20,Américo Villarreal,Tamaulipas,0.501,Mitofksy,en funciones
2025,nov-25,Morena,25,Américo Villarreal,Tamaulipas,0.403,Massive Caller,en funciones
2025,nov-25,Morena,23,Américo Villarreal,Tamaulipas,0.471,La Encuesta,en funciones
2025,nov-25,PRI,4,Manolo Jiménez Salinas,Coahuila,0.425,Arias,en funciones
2025,nov-25,Morena,23,Américo Villarreal,Tamaulipas,0.508,Gobernarte,en funciones
2025,nov-25,Morena,28,Clara Brugada,CDMX,0.323,México Elige,en funciones
2025,nov-25,Morena,3,Clara Brugada,CDMX,0.77,C&E Research,en funciones
2025,nov-25,Morena,13,Clara Brugada,CDMX,0.583,Demoscopia,en funciones
2025,nov-25,Morena,6,Clara Brugada,CDMX,0.576,Electoralia,en funciones
2025,nov-25,Morena,13,Clara Brugada,CDMX,0.515,FactoMétrica,en funciones
2025,nov-25,Morena,26,Clara Brugada,CDMX,0.45,Rubrum,en funciones
2025,nov-25,Morena,9,Clara Brugada,CDMX,0.53,Mitofksy,en funciones
2025,nov-25,Morena,20,Clara Brugada,CDMX,0.443,Massive Caller,en funciones
2025,nov-25,Morena,21,Clara Brugada,CDMX,0.475,La Encuesta,en funciones
2025,nov-25,Morena,8,Clara Brugada,CDMX,0.648,Gobernarte,en funciones
2025,nov-25,Morena,30,David Monreal,Zacatecas,0.312,México Elige,en funciones
2025,nov-25,Morena,32,David Monreal,Zacatecas,0.45,C&E Research,en funciones
2025,nov-25,Morena,16,David Monreal,Zacatecas,0.553,Demoscopia,en funciones
2025,nov-25,Morena,31,David Monreal,Zacatecas,0.37,Electoralia,en funciones
2025,nov-25,Morena,30,David Monreal,Zacatecas,0.238,FactoMétrica,en funciones
2025,nov-25,Morena,28,David Monreal,Zacatecas,0.429,Rubrum,en funciones
2025,nov-25,Morena,29,David Monreal,Zacatecas,0.455,Mitofksy,en funciones
2025,nov-25,Morena,32,David Monreal,Zacatecas,0.221,Massive Caller,en funciones
2025,nov-25,Morena,30,David Monreal,Zacatecas,0.346,La Encuesta,en funciones
2025,nov-25,PAN,5,María Eugenia Campos,Chihuahua,0.411,Arias,en funciones
2025,nov-25,Morena,32,David Monreal,Zacatecas,0.406,Gobernarte,en funciones
2025,nov-25,Morena,7,Delfina Gómez,Estado de México,0.6,México Elige,en funciones
2025,nov-25,Morena,18,Delfina Gómez,Estado de México,0.6,C&E Research,en funciones
2025,nov-25,Morena,5,Delfina Gómez,Estado de México,0.664,Demoscopia,en funciones
2025,nov-25,Morena,17,Delfina Gómez,Estado de México,0.517,Electoralia,en funciones
2025,nov-25,Morena,12,Delfina Gómez,Estado de México,0.515,FactoMétrica,en funciones
